C:\Users\olive\Documents\Data\IMG\center_2020_05_15_15_00_11_728.jpg, C:\Users\olive\Documents\Data\IMG\left_2020_05_15_15_00_11_728.jpg, C:\Users\olive\Documents\Data\IMG\right_2020_05_15_15_00_11_728.jpg, 0, 0, 0, 7.869448E-05
C:\Users\olive\Documents\Data\IMG\center_2020_05_15_15_00_11_842.jpg, C:\Users\olive\Documents\Data\IMG\left_2020_05_15_15_00_11_842.jpg, C:\Users\olive\Documents\Data\IMG\right_2020_05_15_15_00_11_842.jpg, 0, 0, 0, 7.852745E-05
C:\Users\olive\Documents\Data\IMG\center_2020_05_15_15_00_11_963.jpg, C:\Users\olive\Documents\Data\IMG\left_2020_05_15_15_00_11_963.jpg, C:\Users\olive\Documents\Data\IMG\right_2020_05_15_15_00_11_963.jpg, 0, 0, 0, 7.843283E-05
C:\Users\olive\Documents\Data\IMG\center_2020_05_15_15_00_12_073.jpg, C:\Users\olive\Documents\Data\IMG\left_2020_05_15_15_00_12_073.jpg, C:\Users\olive\Documents\Data\IMG\right_2020_05_15_15_00_12_073.jpg, 0, 0, 0, 7.800777E-05
C:\Users\olive\Documents\Data\IMG\center_2020_05_15_15_00_12_184.jpg, C:\Users\olive\Documents\Data\IMG\left_2020_05_15_15_00_12_184.jpg, C:\Users\olive\Documents\Data\IMG\right_2020_05_15_15_00_12_184.jpg, 0, 0, 0, 7.968112E-05
C:\Users\olive\Documents\Data\IMG\center_2020_05_15_15_00_12_300.jpg, C:\Users\olive\Documents\Data\IMG\left_2020_05_15_15_00_12_300.jpg, C:\Users\olive\Documents\Data\IMG\right_2020_05_15_15_00_12_300.jpg, 0, 0, 0, 7.950108E-05
C:\Users\olive\Documents\Data\IMG\center_2020_05_15_15_00_12_420.jpg, C:\Users\olive\Documents\Data\IMG\left_2020_05_15_15_00_12_420.jpg, C:\Users\olive\Documents\Data\IMG\right_2020_05_15_15_00_12_420.jpg, 0, 0, 0, 8.034033E-05
C:\Users\olive\Documents\Data\IMG\center_2020_05_15_15_00_12_524.jpg, C:\Users\olive\Documents\Data\IMG\left_2020_05_15_15_00_12_524.jpg, C:\Users\olive\Documents\Data\IMG\right_2020_05_15_15_00_12_524.jpg, 0, 0, 0, 7.808444E-05
C:\Users\olive\Documents\Data\IMG\center_2020_05_15_15_00_12_637.jpg, C:\Users\olive\Documents\Data\IMG\left_2020_05_15_15_00_12_637.jpg, C:\Users\olive\Documents\Data\IMG\right_2020_05_15_15_00_12_637.jpg, 0, 0, 0, 7.817314E-05
C:\Users\olive\Documents\Data\IMG\center_2020_05_15_15_00_12_745.jpg, C:\Users\olive\Documents\Data\IMG\left_2020_05_15_15_00_12_745.jpg, C:\Users\olive\Documents\Data\IMG\right_2020_05_15_15_00_12_745.jpg, 0, 0, 0, 7.788508E-05
C:\Users\olive\Documents\Data\IMG\center_2020_05_15_15_00_12_859.jpg, C:\Users\olive\Documents\Data\IMG\left_2020_05_15_15_00_12_859.jpg, C:\Users\olive\Documents\Data\IMG\right_2020_05_15_15_00_12_859.jpg, 0, 0, 0, 7.824375E-05
C:\Users\olive\Documents\Data\IMG\center_2020_05_15_15_00_12_965.jpg, C:\Users\olive\Documents\Data\IMG\left_2020_05_15_15_00_12_965.jpg, C:\Users\olive\Documents\Data\IMG\right_2020_05_15_15_00_12_965.jpg, 0, 0, 0, 7.793718E-05
C:\Users\olive\Documents\Data\IMG\center_2020_05_15_15_00_13_066.jpg, C:\Users\olive\Documents\Data\IMG\left_2020_05_15_15_00_13_066.jpg, C:\Users\olive\Documents\Data\IMG\right_2020_05_15_15_00_13_066.jpg, 0, 0, 0, 7.788202E-05
C:\Users\olive\Documents\Data\IMG\center_2020_05_15_15_00_13_172.jpg, C:\Users\olive\Documents\Data\IMG\left_2020_05_15_15_00_13_172.jpg, C:\Users\olive\Documents\Data\IMG\right_2020_05_15_15_00_13_172.jpg, 0, 0, 0, 7.992756E-05
C:\Users\olive\Documents\Data\IMG\center_2020_05_15_15_00_13_283.jpg, C:\Users\olive\Documents\Data\IMG\left_2020_05_15_15_00_13_283.jpg, C:\Users\olive\Documents\Data\IMG\right_2020_05_15_15_00_13_283.jpg, 0, 0, 0, 7.774621E-05
C:\Users\olive\Documents\Data\IMG\center_2020_05_15_15_00_13_386.jpg, C:\Users\olive\Documents\Data\IMG\left_2020_05_15_15_00_13_386.jpg, C:\Users\olive\Documents\Data\IMG\right_2020_05_15_15_00_13_386.jpg, 0, 0, 0, 7.859623E-05
C:\Users\olive\Documents\Data\IMG\center_2020_05_15_15_00_13_508.jpg, C:\Users\olive\Documents\Data\IMG\left_2020_05_15_15_00_13_508.jpg, C:\Users\olive\Documents\Data\IMG\right_2020_05_15_15_00_13_508.jpg, 0, 0, 0, 7.796118E-05
C:\Users\olive\Documents\Data\IMG\center_2020_05_15_15_00_13_610.jpg, C:\Users\olive\Documents\Data\IMG\left_2020_05_15_15_00_13_610.jpg, C:\Users\olive\Documents\Data\IMG\right_2020_05_15_15_00_13_610.jpg, 0, 0, 0, 7.851596E-05
C:\Users\olive\Documents\Data\IMG\center_2020_05_15_15_00_13_709.jpg, C:\Users\olive\Documents\Data\IMG\left_2020_05_15_15_00_13_709.jpg, C:\Users\olive\Documents\Data\IMG\right_2020_05_15_15_00_13_709.jpg, 0, 0, 0, 7.835215E-05
C:\Users\olive\Documents\Data\IMG\center_2020_05_15_15_00_13_813.jpg, C:\Users\olive\Documents\Data\IMG\left_2020_05_15_15_00_13_813.jpg, C:\Users\olive\Documents\Data\IMG\right_2020_05_15_15_00_13_813.jpg, 0, 0, 0, 7.832069E-05
C:\Users\olive\Documents\Data\IMG\center_2020_05_15_15_00_13_916.jpg, C:\Users\olive\Documents\Data\IMG\left_2020_05_15_15_00_13_916.jpg, C:\Users\olive\Documents\Data\IMG\right_2020_05_15_15_00_13_916.jpg, 0, 0, 0, 7.765122E-05
C:\Users\olive\Documents\Data\IMG\center_2020_05_15_15_00_14_029.jpg, C:\Users\olive\Documents\Data\IMG\left_2020_05_15_15_00_14_029.jpg, C:\Users\olive\Documents\Data\IMG\right_2020_05_15_15_00_14_029.jpg, 0, 0, 0, 7.831665E-05
